Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   23907/48470       __gnu_cxx::new_allocator<Vec3>::max_size() const [115]
                0.00    0.00   24563/48470       __gnu_cxx::new_allocator<Vec3>::allocate(unsigned long, void const*) [72]
[111]    0.0    0.00    0.00   48470         __gnu_cxx::new_allocator<Vec3>::_M_max_size() const [111]
-----------------------------------------------
                0.00    0.00   42059/42059       std::allocator<Vec3>::allocator(std::allocator<Vec3> const&) [85]
[112]    0.0    0.00    0.00   42059         __gnu_cxx::new_allocator<Vec3>::new_allocator(__gnu_cxx::new_allocator<Vec3> const&) [112]
-----------------------------------------------
                0.00    0.00   24370/24370       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl::_Vector_impl(std::allocator<Vec3> const&) [93]
[113]    0.0    0.00    0.00   24370         std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_impl_data::_Vector_impl_data() [113]
-----------------------------------------------
                0.00    0.00       8/22983       std::vector<Object*, std::allocator<Object*> >::_S_max_size(std::allocator<Object*> const&) [144]
                0.00    0.00   22975/22983       std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&) [88]
[114]    0.0    0.00    0.00   22983         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.00    0.00   20651/20651       std::allocator_traits<std::allocator<Vec3> >::max_size(std::allocator<Vec3> const&) [116]
[115]    0.0    0.00    0.00   20651         __gnu_cxx::new_allocator<Vec3>::max_size() const [115]
                0.00    0.00   23907/48470       __gnu_cxx::new_allocator<Vec3>::_M_max_size() const [111]
-----------------------------------------------
                0.00    0.00   19160/19160       std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&) [88]
[116]    0.0    0.00    0.00   19160         std::allocator_traits<std::allocator<Vec3> >::max_size(std::allocator<Vec3> const&) [116]
                0.00    0.00   20651/20651       __gnu_cxx::new_allocator<Vec3>::max_size() const [115]
-----------------------------------------------
                0.00    0.00   16905/16905       void std::_Destroy<Vec3*>(Vec3*, Vec3*) [119]
[117]    0.0    0.00    0.00   16905         void std::_Destroy_aux<true>::__destroy<Vec3*>(Vec3*, Vec3*) [117]
-----------------------------------------------
                0.00    0.00   15654/15654       std::vector<Vec3, std::allocator<Vec3> >::~vector() [61]
[118]    0.0    0.00    0.00   15654         void std::_Destroy<Vec3*, Vec3>(Vec3*, Vec3*, std::allocator<Vec3>&) [118]
                0.00    0.00   15282/15282       void std::_Destroy<Vec3*>(Vec3*, Vec3*) [119]
-----------------------------------------------
                0.00    0.00   15282/15282       void std::_Destroy<Vec3*, Vec3>(Vec3*, Vec3*, std::allocator<Vec3>&) [118]
[119]    0.0    0.00    0.00   15282         void std::_Destroy<Vec3*>(Vec3*, Vec3*) [119]
                0.00    0.00   16905/16905       void std::_Destroy_aux<true>::__destroy<Vec3*>(Vec3*, Vec3*) [117]
-----------------------------------------------
                0.00    0.00    3913/3913        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [123]
[120]    0.0    0.00    0.00    3913         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [120]
-----------------------------------------------
                0.00    0.00    3907/3907        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [122]
[121]    0.0    0.00    0.00    3907         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [121]
-----------------------------------------------
                0.00    0.00    3894/3894        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [140]
[122]    0.0    0.00    0.00    3894         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [122]
                0.00    0.00    3907/3907        std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [121]
-----------------------------------------------
                0.00    0.00    3874/3874        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [140]
[123]    0.0    0.00    0.00    3874         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [123]
                0.00    0.00    3913/3913        std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [120]
-----------------------------------------------
                0.00    0.00      24/24          Object** std::__relocate_a<Object**, Object**, std::allocator<Object*> >(Object**, Object**, Object**, std::allocator<Object*>&) [150]
[124]    0.0    0.00    0.00      24         Object** std::__niter_base<Object**>(Object**) [124]
-----------------------------------------------
                0.00    0.00       4/22          void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
                0.00    0.00       6/22          Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
                0.00    0.00       6/22          void std::allocator_traits<std::allocator<Object*> >::construct<Object*, Object*>(std::allocator<Object*>&, Object**, Object*&&) [98]
                0.00    0.00       6/22          void __gnu_cxx::new_allocator<Object*>::construct<Object*, Object*>(Object**, Object*&&) [97]
[125]    0.0    0.00    0.00      22         Object*&& std::forward<Object*>(std::remove_reference<Object*>::type&) [125]
-----------------------------------------------
                0.00    0.00       4/20          std::vector<Object*, std::allocator<Object*> >::begin() [171]
                0.00    0.00       6/20          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator-(long) const [156]
                0.00    0.00      10/20          std::vector<Object*, std::allocator<Object*> >::end() [130]
[126]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&) [126]
-----------------------------------------------
                0.00    0.00       8/16          void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::difference_type __gnu_cxx::operator-<Object**, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&) [166]
[127]    0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::base() const [127]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<Object*, std::allocator<Object*> >::_M_check_len(unsigned long, char const*) const [167]
[128]    0.0    0.00    0.00      16         std::vector<Object*, std::allocator<Object*> >::size() const [128]
-----------------------------------------------
                0.00    0.00       4/12          __gnu_cxx::new_allocator<Object*>::allocate(unsigned long, void const*) [165]
                0.00    0.00       8/12          __gnu_cxx::new_allocator<Object*>::max_size() const [133]
[129]    0.0    0.00    0.00      12         __gnu_cxx::new_allocator<Object*>::_M_max_size() const [129]
-----------------------------------------------
                0.00    0.00       4/10          Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
                0.00    0.00       6/10          std::vector<Object*, std::allocator<Object*> >::back() [157]
[130]    0.0    0.00    0.00      10         std::vector<Object*, std::allocator<Object*> >::end() [130]
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&) [126]
-----------------------------------------------
                0.00    0.00       1/9           std::vector<Object*, std::allocator<Object*> >::~vector() [203]
                0.00    0.00       8/9           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[131]    0.0    0.00    0.00       9         std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() [131]
-----------------------------------------------
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [147]
[132]    0.0    0.00    0.00       8         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [132]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator_traits<std::allocator<Object*> >::max_size(std::allocator<Object*> const&) [139]
[133]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<Object*>::max_size() const [133]
                0.00    0.00       8/12          __gnu_cxx::new_allocator<Object*>::_M_max_size() const [129]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::max_size() const [135]
[134]    0.0    0.00    0.00       8         std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() const [134]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_M_check_len(unsigned long, char const*) const [167]
[135]    0.0    0.00    0.00       8         std::vector<Object*, std::allocator<Object*> >::max_size() const [135]
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_S_max_size(std::allocator<Object*> const&) [144]
                0.00    0.00       8/8           std::_Vector_base<Object*, std::allocator<Object*> >::_M_get_Tp_allocator() const [134]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [148]
[136]    0.0    0.00    0.00       8         std::char_traits<char>::length(char const*) [136]
-----------------------------------------------
                0.00    0.00       8/8           randomDouble() [4]
[137]    0.0    0.00    0.00       8         std::random_device::random_device() [137]
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [148]
-----------------------------------------------
                0.00    0.00       8/8           randomDouble() [4]
[138]    0.0    0.00    0.00       8         std::random_device::operator()() [138]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_S_max_size(std::allocator<Object*> const&) [144]
[139]    0.0    0.00    0.00       8         std::allocator_traits<std::allocator<Object*> >::max_size(std::allocator<Object*> const&) [139]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<Object*>::max_size() const [133]
-----------------------------------------------
                0.00    0.00       8/8           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [141]
[140]    0.0    0.00    0.00       8         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [140]
                0.00    0.00    3894/3894        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [122]
                0.00    0.00    3874/3874        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [123]
-----------------------------------------------
                0.00    0.00       8/8           randomDouble() [4]
[141]    0.0    0.00    0.00       8         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [141]
                0.00    0.00       8/8           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [140]
-----------------------------------------------
                0.00    0.00       8/8           std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [143]
[142]    0.0    0.00    0.00       8         std::uniform_real_distribution<double>::param_type::param_type(double, double) [142]
-----------------------------------------------
                0.00    0.00       8/8           randomDouble() [4]
[143]    0.0    0.00    0.00       8         std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [143]
                0.00    0.00       8/8           std::uniform_real_distribution<double>::param_type::param_type(double, double) [142]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::max_size() const [135]
[144]    0.0    0.00    0.00       8         std::vector<Object*, std::allocator<Object*> >::_S_max_size(std::allocator<Object*> const&) [144]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<Object*> >::max_size(std::allocator<Object*> const&) [139]
                0.00    0.00       8/22983       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [114]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[145]    0.0    0.00    0.00       8         std::vector<Object*, std::allocator<Object*> >::_S_relocate(Object**, Object**, Object**, std::allocator<Object*>&) [145]
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_S_do_relocate(Object**, Object**, Object**, std::allocator<Object*>&, std::integral_constant<bool, true>) [146]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_S_relocate(Object**, Object**, Object**, std::allocator<Object*>&) [145]
[146]    0.0    0.00    0.00       8         std::vector<Object*, std::allocator<Object*> >::_S_do_relocate(Object**, Object**, Object**, std::allocator<Object*>&, std::integral_constant<bool, true>) [146]
                0.00    0.00       8/8           Object** std::__relocate_a<Object**, Object**, std::allocator<Object*> >(Object**, Object**, Object**, std::allocator<Object*>&) [150]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [148]
[147]    0.0    0.00    0.00       8         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [147]
                0.00    0.00       8/8           bool __gnu_cxx::__is_null_pointer<char const>(char const*) [132]
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [153]
-----------------------------------------------
                0.00    0.00       8/8           std::random_device::random_device() [137]
[148]    0.0    0.00    0.00       8         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [148]
                0.00    0.00       8/8           std::char_traits<char>::length(char const*) [136]
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [147]
-----------------------------------------------
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [153]
[149]    0.0    0.00    0.00       8         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [149]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::_S_do_relocate(Object**, Object**, Object**, std::allocator<Object*>&, std::integral_constant<bool, true>) [146]
[150]    0.0    0.00    0.00       8         Object** std::__relocate_a<Object**, Object**, std::allocator<Object*> >(Object**, Object**, Object**, std::allocator<Object*>&) [150]
                0.00    0.00      24/24          Object** std::__niter_base<Object**>(Object**) [124]
                0.00    0.00       8/8           std::enable_if<std::__is_bitwise_relocatable<Object*, void>::value, Object**>::type std::__relocate_a_1<Object*, Object*>(Object**, Object**, Object**, std::allocator<Object*>&) [151]
-----------------------------------------------
                0.00    0.00       8/8           Object** std::__relocate_a<Object**, Object**, std::allocator<Object*> >(Object**, Object**, Object**, std::allocator<Object*>&) [150]
[151]    0.0    0.00    0.00       8         std::enable_if<std::__is_bitwise_relocatable<Object*, void>::value, Object**>::type std::__relocate_a_1<Object*, Object*>(Object**, Object**, Object**, std::allocator<Object*>&) [151]
-----------------------------------------------
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [153]
[152]    0.0    0.00    0.00       8         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [152]
-----------------------------------------------
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [147]
[153]    0.0    0.00    0.00       8         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [153]
                0.00    0.00       8/8           std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [152]
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [149]
-----------------------------------------------
                0.00    0.00       1/6           Sphere::Sphere(Material*, double, Vec3 const&) [184]
                0.00    0.00       5/6           AABB::AABB(Material*, Vec3 const&, Vec3 const&) [159]
[154]    0.0    0.00    0.00       6         Object::Object(Material*) [154]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Object*, std::allocator<Object*> >::back() [157]
[155]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator*() const [155]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Object*, std::allocator<Object*> >::back() [157]
[156]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator-(long) const [156]
                0.00    0.00       6/20          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&) [126]
-----------------------------------------------
                0.00    0.00       6/6           Object*& std::vector<Object*, std::allocator<Object*> >::emplace_back<Object*>(Object*&&) [99]
[157]    0.0    0.00    0.00       6         std::vector<Object*, std::allocator<Object*> >::back() [157]
                0.00    0.00       6/10          std::vector<Object*, std::allocator<Object*> >::end() [130]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator-(long) const [156]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::operator*() const [155]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Object*, std::allocator<Object*> >::push_back(Object*&&) [100]
[158]    0.0    0.00    0.00       6         std::remove_reference<Object*&>::type&& std::move<Object*&>(Object*&) [158]
-----------------------------------------------
                0.00    0.00       5/5           createScene() [96]
[159]    0.0    0.00    0.00       5         AABB::AABB(Material*, Vec3 const&, Vec3 const&) [159]
                0.00    0.00       5/6           Object::Object(Material*) [154]
-----------------------------------------------
                0.00    0.00       1/5           std::_Vector_base<Object*, std::allocator<Object*> >::~_Vector_base() [194]
                0.00    0.00       4/5           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[160]    0.0    0.00    0.00       5         std::_Vector_base<Object*, std::allocator<Object*> >::_M_deallocate(Object**, unsigned long) [160]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<Object*> >::deallocate(std::allocator<Object*>&, Object**, unsigned long) [169]
-----------------------------------------------
                0.00    0.00       5/5           randomDouble() [4]
[161]    0.0    0.00    0.00       5         std::random_device::~random_device() [161]
-----------------------------------------------
                0.00    0.00       4/4           createScene() [96]
[162]    0.0    0.00    0.00       4         Lambertian::Lambertian(Vec3 const&) [162]
                0.00    0.00       4/4           Material::Material() [163]
-----------------------------------------------
                0.00    0.00       4/4           Lambertian::Lambertian(Vec3 const&) [162]
[163]    0.0    0.00    0.00       4         Material::Material() [163]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<Object*> >::deallocate(std::allocator<Object*>&, Object**, unsigned long) [169]
[164]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<Object*>::deallocate(Object**, unsigned long) [164]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<Object*> >::allocate(std::allocator<Object*>&, unsigned long) [170]
[165]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<Object*>::allocate(unsigned long, void const*) [165]
                0.00    0.00       4/12          __gnu_cxx::new_allocator<Object*>::_M_max_size() const [129]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[166]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::difference_type __gnu_cxx::operator-<Object**, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > > const&) [166]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::base() const [127]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[167]    0.0    0.00    0.00       4         std::vector<Object*, std::allocator<Object*> >::_M_check_len(unsigned long, char const*) const [167]
                0.00    0.00      16/16          std::vector<Object*, std::allocator<Object*> >::size() const [128]
                0.00    0.00       8/8           std::vector<Object*, std::allocator<Object*> >::max_size() const [135]
                0.00    0.00       4/4           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [172]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[168]    0.0    0.00    0.00       4         std::_Vector_base<Object*, std::allocator<Object*> >::_M_allocate(unsigned long) [168]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<Object*> >::allocate(std::allocator<Object*>&, unsigned long) [170]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<Object*, std::allocator<Object*> >::_M_deallocate(Object**, unsigned long) [160]
[169]    0.0    0.00    0.00       4         std::allocator_traits<std::allocator<Object*> >::deallocate(std::allocator<Object*>&, Object**, unsigned long) [169]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<Object*>::deallocate(Object**, unsigned long) [164]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<Object*, std::allocator<Object*> >::_M_allocate(unsigned long) [168]
[170]    0.0    0.00    0.00       4         std::allocator_traits<std::allocator<Object*> >::allocate(std::allocator<Object*>&, unsigned long) [170]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<Object*>::allocate(unsigned long, void const*) [165]
-----------------------------------------------
                0.00    0.00       4/4           void std::vector<Object*, std::allocator<Object*> >::_M_realloc_insert<Object*>(__gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >, Object*&&) [101]
[171]    0.0    0.00    0.00       4         std::vector<Object*, std::allocator<Object*> >::begin() [171]
                0.00    0.00       4/20          __gnu_cxx::__normal_iterator<Object**, std::vector<Object*, std::allocator<Object*> > >::__normal_iterator(Object** const&) [126]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Object*, std::allocator<Object*> >::_M_check_len(unsigned long, char const*) const [167]
[172]    0.0    0.00    0.00       4         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [172]
-----------------------------------------------
                0.00    0.00       1/3           std::chrono::duration<double, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [196]
                0.00    0.00       2/3           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [201]
[173]    0.0    0.00    0.00       3         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [173]
-----------------------------------------------
                0.00    0.00       2/2           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [200]
[174]    0.0    0.00    0.00       2         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [174]
-----------------------------------------------
                0.00    0.00       1/2           main [78]
                0.00    0.00       1/2           std::chrono::duration<double, std::ratio<1l, 1l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [197]
[175]    0.0    0.00    0.00       2         std::chrono::duration<double, std::ratio<1l, 1l> >::count() const [175]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK4AABB9intersectERK3RayddR4Vec3RdS4_ [209]
[176]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [176]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK10Lambertian7scatterERK3RayRK7HitInfoR4Vec3RS0_ [208]
[177]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [177]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN9RayTracerC2Eii [207]
[178]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [178]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[179]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [179]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZNK6Sphere9intersectERK3RayddR4Vec3RdS4_ [210]
[180]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [180]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4Vec3C2Ev [206]
[181]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [181]
-----------------------------------------------
                0.00    0.00       1/1           render(double, double, std::vector<Object*, std::allocator<Object*> > const&, char*, Vec3 const&, Vec3 const&, Vec3 const&, double, int, int) [79]
[182]    0.0    0.00    0.00       1         img2rgb(unsigned int, unsigned int, double*) [182]
-----------------------------------------------
                0.00    0.00       1/1           render(double, double, std::vector<Object*, std::allocator<Object*> > const&, char*, Vec3 const&, Vec3 const&, Vec3 const&, double, int, int) [79]
[183]    0.0    0.00    0.00       1         writePPM(char*, unsigned int, unsigned int, unsigned char*) [183]
-----------------------------------------------
                0.00    0.00       1/1           createScene() [96]
[184]    0.0    0.00    0.00       1         Sphere::Sphere(Material*, double, Vec3 const&) [184]
                0.00    0.00       1/6           Object::Object(Material*) [154]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Object*>::allocator() [187]
